title,viewCount,subscriberCount,videoCount,createdAt,YoutubeChannel,LastestVideoUrl,ScrapingDate,ScrapingTimestamp,AverageViewsPerVideo,YearsSinceCreation,CustomClusterNbOfViews,CoverImageUrl,LastestVideoUrlEmbeded,HasNewVideoSinceLastScraping,PreviousScrapingDate,LastScrapingDate,isLastScraping,viewsCount_360_Days_Ago,Date_reference_360_Days_Ago,viewsGapTo_360_Days_Ago,viewsGrowthPercentage_360_Days_Ago,viewsCount_180_Days_Ago,Date_reference_180_Days_Ago,viewsGapTo_180_Days_Ago,viewsGrowthPercentage_180_Days_Ago,viewsCount_90_Days_Ago,Date_reference_90_Days_Ago,viewsGapTo_90_Days_Ago,viewsGrowthPercentage_90_Days_Ago,viewsCount_30_Days_Ago,Date_reference_30_Days_Ago,viewsGapTo_30_Days_Ago,viewsGrowthPercentage_30_Days_Ago,viewsCount_15_Days_Ago,Date_reference_15_Days_Ago,viewsGapTo_15_Days_Ago,viewsGrowthPercentage_15_Days_Ago,viewsCount_7_Days_Ago,Date_reference_7_Days_Ago,viewsGapTo_7_Days_Ago,viewsGrowthPercentage_7_Days_Ago
Samara,1720421008,4380000,97,2016-09-25,https://www.youtube.com/channel/UCEonTFGPeAX7fmq28pfs6Vg,https://www.youtube.com/watch?v=WK0vO2b4Wjw,2024-04-21,2024-04-21 13:26:06,17736299,7.57,1-Super Star (reached 1 B views),https://yt3.ggpht.com/9gHtNyZK1H7NjzjN-aTMLGJ5kCqAEm9jiK6vbl45pbA-pnbdlnYWhSqRuY5PQUN4EhP3uTTivro=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/WK0vO2b4Wjw,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Samara,1742583885,4400000,99,2016-09-25,https://www.youtube.com/channel/UCEonTFGPeAX7fmq28pfs6Vg,https://www.youtube.com/watch?v=Xm6McA0ErT4,2024-05-01,2024-05-01 12:30:38,17601857,7.6,1-Super Star (reached 1 B views),https://yt3.ggpht.com/9gHtNyZK1H7NjzjN-aTMLGJ5kCqAEm9jiK6vbl45pbA-pnbdlnYWhSqRuY5PQUN4EhP3uTTivro=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/Xm6McA0ErT4,True,2024-04-21,2024-05-01,True,1122375336.0,2023-05-01,620208549.0,55.26,,NaT,,,,NaT,,,,NaT,,,,NaT,,,1720421008.0,2024-04-21,22162877.0,1.29
Sanfara,955578618,3260000,89,2016-10-28,,,2023-05-01,2023-05-01 21:17:39,10736838,6.51,2-Rising Star (reached 500 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Sanfara,1010321045,3450000,98,2016-10-28,https://www.youtube.com/channel/UCyB6xP6_c6ZCqC2b4wYAsLw,,2024-02-11,2024-02-11 21:17:39,10309398,7.29,1-Super Star (reached 1 B views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Sanfara,1010321045,3450000,98,2016-10-28,https://www.youtube.com/channel/UCyB6xP6_c6ZCqC2b4wYAsLw,https://www.youtube.com/watch?v=T7GeAZajSEQ,2024-02-26,2024-02-26 21:54:18,10309398,7.33,1-Super Star (reached 1 B views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Sanfara,1010321045,3450000,98,2016-10-28,https://www.youtube.com/channel/UCyB6xP6_c6ZCqC2b4wYAsLw,https://www.youtube.com/watch?v=T7GeAZajSEQ,2024-02-27,2024-02-27 19:46:08,10309398,7.33,1-Super Star (reached 1 B views),https://yt3.ggpht.com/yIGCQszl7iO0NhTf37L4kryiDlLRz9MdbeNag5yPkcNCCYvvSFa2jUvsoeGgsvAZnlh3iGQV3w=s800-c-k-c0x00ffffff-no-nd-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Sanfara,1010321045,3450000,98,2016-10-28,https://www.youtube.com/channel/UCyB6xP6_c6ZCqC2b4wYAsLw,https://www.youtube.com/watch?v=T7GeAZajSEQ,2024-03-06,2024-03-06 21:43:48,10309398,7.36,1-Super Star (reached 1 B views),https://yt3.ggpht.com/yIGCQszl7iO0NhTf37L4kryiDlLRz9MdbeNag5yPkcNCCYvvSFa2jUvsoeGgsvAZnlh3iGQV3w=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/T7GeAZajSEQ,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Sanfara,1020451857,3470000,98,2016-10-28,https://www.youtube.com/channel/UCyB6xP6_c6ZCqC2b4wYAsLw,https://www.youtube.com/watch?v=T7GeAZajSEQ,2024-04-21,2024-04-21 13:26:06,10412774,7.48,1-Super Star (reached 1 B views),https://yt3.ggpht.com/yIGCQszl7iO0NhTf37L4kryiDlLRz9MdbeNag5yPkcNCCYvvSFa2jUvsoeGgsvAZnlh3iGQV3w=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/T7GeAZajSEQ,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Sanfara,1020451857,3470000,99,2016-10-28,https://www.youtube.com/channel/UCyB6xP6_c6ZCqC2b4wYAsLw,https://www.youtube.com/watch?v=svJfE499fBU,2024-05-01,2024-05-01 12:30:38,10307594,7.51,1-Super Star (reached 1 B views),https://yt3.ggpht.com/9MqK0H62V3rFk45wpvlzPY1DrGVG0lpzClRDaH9iu7H3PEOEz_Qw_Q8rbVTOaQzJULWaCRURaA=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/svJfE499fBU,True,2024-04-21,2024-05-01,True,955578618.0,2023-05-01,64873239.0,6.79,,NaT,,,,NaT,,,,NaT,,,,NaT,,,1020451857.0,2024-04-21,0.0,0.0
Sankamo,5272361,49400,28,2018-12-06,,,2023-05-01,2023-05-01 21:17:39,188298,4.4,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Sankamo,6202821,52700,29,2018-12-06,https://www.youtube.com/channel/UC2YPprsdOzkMtXhcpW0FRiw,,2024-02-11,2024-02-11 21:17:39,213890,5.19,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Sankamo,6202821,52700,29,2018-12-06,https://www.youtube.com/channel/UC2YPprsdOzkMtXhcpW0FRiw,https://www.youtube.com/watch?v=4gqu-oUv7tM,2024-02-26,2024-02-26 21:54:18,213890,5.23,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Sankamo,6202821,52700,29,2018-12-06,https://www.youtube.com/channel/UC2YPprsdOzkMtXhcpW0FRiw,https://www.youtube.com/watch?v=4gqu-oUv7tM,2024-02-27,2024-02-27 19:46:08,213890,5.23,5-Popular (reached 1 M views),https://yt3.ggpht.com/ytc/AIdro_kasI5WH5EEzb-DgPvYNWKDqMrD5Z8Kiu0E-YioOQ=s800-c-k-c0x00ffffff-no-rj-mo,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Sankamo,6202821,52800,29,2018-12-06,https://www.youtube.com/channel/UC2YPprsdOzkMtXhcpW0FRiw,https://www.youtube.com/watch?v=4gqu-oUv7tM,2024-03-06,2024-03-06 21:43:48,213890,5.25,5-Popular (reached 1 M views),https://yt3.ggpht.com/ytc/AIdro_kasI5WH5EEzb-DgPvYNWKDqMrD5Z8Kiu0E-YioOQ=s800-c-k-c0x00ffffff-no-rj-mo,https://www.youtube.com/embed/4gqu-oUv7tM,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Sankamo,6265400,53000,29,2018-12-06,https://www.youtube.com/channel/UC2YPprsdOzkMtXhcpW0FRiw,https://www.youtube.com/watch?v=4gqu-oUv7tM,2024-04-21,2024-04-21 13:26:06,216048,5.38,5-Popular (reached 1 M views),https://yt3.ggpht.com/ytc/AIdro_kB-98H731JAqOgfyw3UCVCwJruF1kXTMQDlhe2gIbSwxQ=s800-c-k-c0x00ffffff-no-rj-mo,https://www.youtube.com/embed/4gqu-oUv7tM,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Sankamo,6329198,53000,29,2018-12-06,https://www.youtube.com/channel/UC2YPprsdOzkMtXhcpW0FRiw,https://www.youtube.com/watch?v=4gqu-oUv7tM,2024-05-01,2024-05-01 12:30:38,218248,5.4,5-Popular (reached 1 M views),https://yt3.ggpht.com/ytc/AIdro_kB-98H731JAqOgfyw3UCVCwJruF1kXTMQDlhe2gIbSwxQ=s800-c-k-c0x00ffffff-no-rj-mo,https://www.youtube.com/embed/4gqu-oUv7tM,False,2024-04-21,2024-05-01,True,5272361.0,2023-05-01,1056837.0,20.04,,NaT,,,,NaT,,,,NaT,,,,NaT,,,6265400.0,2024-04-21,63798.0,1.02
Sbour,8230967,151000,27,2018-10-07,,,2023-05-01,2023-05-01 21:17:39,304850,4.56,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Sbour,22704406,152000,27,2018-10-07,https://www.youtube.com/channel/UC4Nn3iS9gksES13WsOqxGqw,,2024-02-11,2024-02-11 21:17:39,840903,5.35,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Sbour,22736694,152000,27,2018-10-07,https://www.youtube.com/channel/UC4Nn3iS9gksES13WsOqxGqw,https://www.youtube.com/watch?v=mpru1jVqrbM,2024-02-26,2024-02-26 21:54:18,842099,5.39,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Sbour,22738182,152000,27,2018-10-07,https://www.youtube.com/channel/UC4Nn3iS9gksES13WsOqxGqw,https://www.youtube.com/watch?v=mpru1jVqrbM,2024-02-27,2024-02-27 19:46:08,842154,5.39,5-Popular (reached 1 M views),https://yt3.ggpht.com/x-gP0vY_0NWA_SzLUsLfLPJxRsPSaV7CcWwfgL7PBcMThl_acgTFLoRGdXFCpk7O2Cd63CEGtw=s800-c-k-c0x00ffffff-no-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Sbour,22760971,152000,27,2018-10-07,https://www.youtube.com/channel/UC4Nn3iS9gksES13WsOqxGqw,https://www.youtube.com/watch?v=mpru1jVqrbM,2024-03-06,2024-03-06 21:43:48,842998,5.42,5-Popular (reached 1 M views),https://yt3.ggpht.com/x-gP0vY_0NWA_SzLUsLfLPJxRsPSaV7CcWwfgL7PBcMThl_acgTFLoRGdXFCpk7O2Cd63CEGtw=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/embed/mpru1jVqrbM,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Sbour,22852652,152000,27,2018-10-07,https://www.youtube.com/channel/UC4Nn3iS9gksES13WsOqxGqw,https://www.youtube.com/watch?v=mpru1jVqrbM,2024-04-21,2024-04-21 13:26:06,846394,5.54,5-Popular (reached 1 M views),https://yt3.ggpht.com/x-gP0vY_0NWA_SzLUsLfLPJxRsPSaV7CcWwfgL7PBcMThl_acgTFLoRGdXFCpk7O2Cd63CEGtw=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/embed/mpru1jVqrbM,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Sbour,22874100,152000,27,2018-10-07,https://www.youtube.com/channel/UC4Nn3iS9gksES13WsOqxGqw,https://www.youtube.com/watch?v=mpru1jVqrbM,2024-05-01,2024-05-01 12:30:38,847188,5.57,5-Popular (reached 1 M views),https://yt3.ggpht.com/x-gP0vY_0NWA_SzLUsLfLPJxRsPSaV7CcWwfgL7PBcMThl_acgTFLoRGdXFCpk7O2Cd63CEGtw=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/embed/mpru1jVqrbM,False,2024-04-21,2024-05-01,True,8230967.0,2023-05-01,14643133.0,177.9,,NaT,,,,NaT,,,,NaT,,,,NaT,,,22852652.0,2024-04-21,21448.0,0.09
Scara KO,7556807,109000,10,2016-07-03,https://www.youtube.com/channel/UCVQQ4Nhp7MJdEwzbqcIx1uA,https://www.youtube.com/watch?v=Bh-J3JL5zG0,2024-02-27,2024-02-27 19:46:08,755680,7.65,5-Popular (reached 1 M views),https://yt3.ggpht.com/DDrt6-hCCaxGOPUqDSFxHfo3_eNncFFtSzEh_R9vjtmYx2VyP_p81bRKhfwLC_yiPq380gzrOw=s800-c-k-c0x00ffffff-no-nd-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Scara KO,8737448,117000,11,2016-07-03,https://www.youtube.com/channel/UCVQQ4Nhp7MJdEwzbqcIx1uA,https://www.youtube.com/watch?v=oFFVpMEz5NY,2024-03-06,2024-03-06 21:43:48,794313,7.68,5-Popular (reached 1 M views),https://yt3.ggpht.com/DDrt6-hCCaxGOPUqDSFxHfo3_eNncFFtSzEh_R9vjtmYx2VyP_p81bRKhfwLC_yiPq380gzrOw=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/oFFVpMEz5NY,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Scara KO,13536754,139000,16,2016-07-03,https://www.youtube.com/channel/UCVQQ4Nhp7MJdEwzbqcIx1uA,https://www.youtube.com/watch?v=q_J6_lsRQ-0,2024-04-21,2024-04-21 13:26:06,846047,7.8,5-Popular (reached 1 M views),https://yt3.ggpht.com/DDrt6-hCCaxGOPUqDSFxHfo3_eNncFFtSzEh_R9vjtmYx2VyP_p81bRKhfwLC_yiPq380gzrOw=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/q_J6_lsRQ-0,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Scara KO,14708140,143000,17,2016-07-03,https://www.youtube.com/channel/UCVQQ4Nhp7MJdEwzbqcIx1uA,https://www.youtube.com/watch?v=nwEpN_NhurA,2024-05-01,2024-05-01 12:30:38,865184,7.83,5-Popular (reached 1 M views),https://yt3.ggpht.com/DDrt6-hCCaxGOPUqDSFxHfo3_eNncFFtSzEh_R9vjtmYx2VyP_p81bRKhfwLC_yiPq380gzrOw=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/nwEpN_NhurA,True,2024-04-21,2024-05-01,True,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,13536754.0,2024-04-21,1171386.0,8.65
Shvdy Music,6733959,66400,14,2019-12-28,,,2023-05-01,2023-05-01 21:17:39,480997,3.34,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Shvdy Music,9169334,76800,23,2019-12-28,https://www.youtube.com/channel/UCvxPL2zGmOn3eUbAXrb-AKQ,,2024-02-11,2024-02-11 21:17:39,398666,4.13,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Shvdy Music,9263275,77000,23,2019-12-28,https://www.youtube.com/channel/UCvxPL2zGmOn3eUbAXrb-AKQ,https://www.youtube.com/watch?v=6sgKMd2oX3c,2024-02-26,2024-02-26 21:54:18,402751,4.17,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Shvdy Music,9263275,77000,23,2019-12-28,https://www.youtube.com/channel/UCvxPL2zGmOn3eUbAXrb-AKQ,https://www.youtube.com/watch?v=6sgKMd2oX3c,2024-02-27,2024-02-27 19:46:08,402751,4.17,5-Popular (reached 1 M views),https://yt3.ggpht.com/UGut7FNnx2BbESvZqB6xXD37kElQQpFCdHQfDwvIi3W416MKphfRjQg3AV1X7sQZPcyWCajC=s800-c-k-c0x00ffffff-no-nd-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Shvdy Music,9356139,77200,23,2019-12-28,https://www.youtube.com/channel/UCvxPL2zGmOn3eUbAXrb-AKQ,https://www.youtube.com/watch?v=6sgKMd2oX3c,2024-03-06,2024-03-06 21:43:48,406788,4.19,5-Popular (reached 1 M views),https://yt3.ggpht.com/UGut7FNnx2BbESvZqB6xXD37kElQQpFCdHQfDwvIi3W416MKphfRjQg3AV1X7sQZPcyWCajC=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/6sgKMd2oX3c,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Shvdy Music,9549159,78300,22,2019-12-28,https://www.youtube.com/channel/UCvxPL2zGmOn3eUbAXrb-AKQ,https://www.youtube.com/watch?v=_UwlqhFd1Ew,2024-04-21,2024-04-21 13:26:06,434052,4.32,5-Popular (reached 1 M views),https://yt3.ggpht.com/UGut7FNnx2BbESvZqB6xXD37kElQQpFCdHQfDwvIi3W416MKphfRjQg3AV1X7sQZPcyWCajC=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/_UwlqhFd1Ew,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Shvdy Music,9647442,78600,22,2019-12-28,https://www.youtube.com/channel/UCvxPL2zGmOn3eUbAXrb-AKQ,https://www.youtube.com/watch?v=_UwlqhFd1Ew,2024-05-01,2024-05-01 12:30:38,438520,4.34,5-Popular (reached 1 M views),https://yt3.ggpht.com/UGut7FNnx2BbESvZqB6xXD37kElQQpFCdHQfDwvIi3W416MKphfRjQg3AV1X7sQZPcyWCajC=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/_UwlqhFd1Ew,False,2024-04-21,2024-05-01,True,6733959.0,2023-05-01,2913483.0,43.27,,NaT,,,,NaT,,,,NaT,,,,NaT,,,9549159.0,2024-04-21,98283.0,1.03
Si Lemhaf,67807258,424000,75,2009-03-03,,,2023-05-01,2023-05-01 21:17:39,904096,14.16,4-Very popular (reached 50 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Si Lemhaf,75587062,446000,86,2009-03-03,https://www.youtube.com/channel/UCopbT_7oA_0tN3iFwz2f-eg,,2024-02-11,2024-02-11 21:17:39,878919,14.95,4-Very popular (reached 50 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Si Lemhaf,76377201,451000,88,2009-03-03,https://www.youtube.com/channel/UCopbT_7oA_0tN3iFwz2f-eg,https://www.youtube.com/watch?v=ni4GxOrIM00,2024-02-26,2024-02-26 21:54:18,867922,14.99,4-Very popular (reached 50 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Si Lemhaf,76377201,451000,88,2009-03-03,https://www.youtube.com/channel/UCopbT_7oA_0tN3iFwz2f-eg,https://www.youtube.com/watch?v=ni4GxOrIM00,2024-02-27,2024-02-27 19:46:08,867922,14.99,4-Very popular (reached 50 M views),https://yt3.ggpht.com/psTn8y8pVgHSXPSMTGp_EJ5EQDv_g2ZHEj-pBUqAoc_DO8qwmPvGd2Ih2ZAzUw4YIJO9pkvBtQ=s800-c-k-c0x00ffffff-no-nd-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Si Lemhaf,77192082,452000,89,2009-03-03,https://www.youtube.com/channel/UCopbT_7oA_0tN3iFwz2f-eg,https://www.youtube.com/watch?v=jpOV5b3ecTs,2024-03-06,2024-03-06 21:43:48,867326,15.01,4-Very popular (reached 50 M views),https://yt3.ggpht.com/psTn8y8pVgHSXPSMTGp_EJ5EQDv_g2ZHEj-pBUqAoc_DO8qwmPvGd2Ih2ZAzUw4YIJO9pkvBtQ=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/jpOV5b3ecTs,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Si Lemhaf,78779389,456000,89,2009-03-03,https://www.youtube.com/channel/UCopbT_7oA_0tN3iFwz2f-eg,https://www.youtube.com/watch?v=jpOV5b3ecTs,2024-04-21,2024-04-21 13:26:06,885161,15.14,4-Very popular (reached 50 M views),https://yt3.ggpht.com/psTn8y8pVgHSXPSMTGp_EJ5EQDv_g2ZHEj-pBUqAoc_DO8qwmPvGd2Ih2ZAzUw4YIJO9pkvBtQ=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/jpOV5b3ecTs,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Si Lemhaf,79597215,456000,89,2009-03-03,https://www.youtube.com/channel/UCopbT_7oA_0tN3iFwz2f-eg,https://www.youtube.com/watch?v=jpOV5b3ecTs,2024-05-01,2024-05-01 12:30:38,894350,15.16,4-Very popular (reached 50 M views),https://yt3.ggpht.com/psTn8y8pVgHSXPSMTGp_EJ5EQDv_g2ZHEj-pBUqAoc_DO8qwmPvGd2Ih2ZAzUw4YIJO9pkvBtQ=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/jpOV5b3ecTs,False,2024-04-21,2024-05-01,True,67807258.0,2023-05-01,11789957.0,17.39,,NaT,,,,NaT,,,,NaT,,,,NaT,,,78779389.0,2024-04-21,817826.0,1.04
Space,10738351,119000,19,2020-01-03,,,2023-05-01,2023-05-01 21:17:39,565176,3.32,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Space,11139121,121000,20,2020-01-03,https://www.youtube.com/channel/UCZ0YtLAC8H_jzj_7DlUolRA,,2024-02-11,2024-02-11 21:17:39,556956,4.11,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Space,11250731,121000,24,2020-01-03,https://www.youtube.com/channel/UCZ0YtLAC8H_jzj_7DlUolRA,https://www.youtube.com/watch?v=hbE--3RwFYY,2024-02-26,2024-02-26 21:54:18,468780,4.15,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Space,11250731,121000,22,2020-01-03,https://www.youtube.com/channel/UCZ0YtLAC8H_jzj_7DlUolRA,https://www.youtube.com/watch?v=VPM6f45V5jc,2024-02-27,2024-02-27 19:46:08,511396,4.15,5-Popular (reached 1 M views),https://yt3.ggpht.com/8DUdpYW49S9Ss-4IPGzMSKLyXm8rvIwgne29AeYF-X41BVyQQPTz6egcREu8O63R9IcSYXymZA=s800-c-k-c0x00ffffff-no-nd-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Space,11250731,121000,23,2020-01-03,https://www.youtube.com/channel/UCZ0YtLAC8H_jzj_7DlUolRA,https://www.youtube.com/watch?v=aI0FmqI-Rks,2024-03-06,2024-03-06 21:43:48,489162,4.18,5-Popular (reached 1 M views),https://yt3.ggpht.com/8DUdpYW49S9Ss-4IPGzMSKLyXm8rvIwgne29AeYF-X41BVyQQPTz6egcREu8O63R9IcSYXymZA=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/aI0FmqI-Rks,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Space,11250731,121000,23,2020-01-03,https://www.youtube.com/channel/UCZ0YtLAC8H_jzj_7DlUolRA,https://www.youtube.com/watch?v=aI0FmqI-Rks,2024-04-21,2024-04-21 13:26:06,489162,4.3,5-Popular (reached 1 M views),https://yt3.ggpht.com/8DUdpYW49S9Ss-4IPGzMSKLyXm8rvIwgne29AeYF-X41BVyQQPTz6egcREu8O63R9IcSYXymZA=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/aI0FmqI-Rks,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Space,11364160,121000,23,2020-01-03,https://www.youtube.com/channel/UCZ0YtLAC8H_jzj_7DlUolRA,https://www.youtube.com/watch?v=aI0FmqI-Rks,2024-05-01,2024-05-01 12:30:38,494093,4.33,5-Popular (reached 1 M views),https://yt3.ggpht.com/8DUdpYW49S9Ss-4IPGzMSKLyXm8rvIwgne29AeYF-X41BVyQQPTz6egcREu8O63R9IcSYXymZA=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/aI0FmqI-Rks,False,2024-04-21,2024-05-01,True,10738351.0,2023-05-01,625809.0,5.83,,NaT,,,,NaT,,,,NaT,,,,NaT,,,11250731.0,2024-04-21,113429.0,1.01
Stou RR3D,25205188,217000,15,2020-04-14,,,2023-05-01,2023-05-01 21:17:39,1680345,3.04,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Stou RR3D,46915923,353000,24,2020-04-14,https://www.youtube.com/channel/UCevzdl0zA0PecmG504ZMDLQ,,2024-02-11,2024-02-11 21:17:39,1954830,3.83,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Stou RR3D,48611892,359000,25,2020-04-14,https://www.youtube.com/channel/UCevzdl0zA0PecmG504ZMDLQ,https://www.youtube.com/watch?v=CYVJ7E95SwA,2024-02-26,2024-02-26 21:54:18,1944475,3.87,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Stou RR3D,48611892,359000,25,2020-04-14,https://www.youtube.com/channel/UCevzdl0zA0PecmG504ZMDLQ,https://www.youtube.com/watch?v=CYVJ7E95SwA,2024-02-27,2024-02-27 19:46:08,1944475,3.87,5-Popular (reached 1 M views),https://yt3.ggpht.com/bivWjip_oakbP4JeEw7grQ7esxwDSkuEDH5m-ye_LwmLh-wKs8RnqSZ2VnWWaXspV01jQwbBIhk=s800-c-k-c0x00ffffff-no-nd-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Stou RR3D,48611892,361000,23,2020-04-14,https://www.youtube.com/channel/UCevzdl0zA0PecmG504ZMDLQ,https://www.youtube.com/watch?v=CYVJ7E95SwA,2024-03-06,2024-03-06 21:43:48,2113560,3.9,5-Popular (reached 1 M views),https://yt3.ggpht.com/bivWjip_oakbP4JeEw7grQ7esxwDSkuEDH5m-ye_LwmLh-wKs8RnqSZ2VnWWaXspV01jQwbBIhk=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/CYVJ7E95SwA,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
