title,viewCount,subscriberCount,videoCount,createdAt,YoutubeChannel,LastestVideoUrl,ScrapingDate,ScrapingTimestamp,AverageViewsPerVideo,YearsSinceCreation,CustomClusterNbOfViews,CoverImageUrl,LastestVideoUrlEmbeded,HasNewVideoSinceLastScraping,PreviousScrapingDate,LastScrapingDate,isLastScraping,viewsCount_360_Days_Ago,Date_reference_360_Days_Ago,viewsGapTo_360_Days_Ago,viewsGrowthPercentage_360_Days_Ago,viewsCount_180_Days_Ago,Date_reference_180_Days_Ago,viewsGapTo_180_Days_Ago,viewsGrowthPercentage_180_Days_Ago,viewsCount_90_Days_Ago,Date_reference_90_Days_Ago,viewsGapTo_90_Days_Ago,viewsGrowthPercentage_90_Days_Ago,viewsCount_30_Days_Ago,Date_reference_30_Days_Ago,viewsGapTo_30_Days_Ago,viewsGrowthPercentage_30_Days_Ago,viewsCount_15_Days_Ago,Date_reference_15_Days_Ago,viewsGapTo_15_Days_Ago,viewsGrowthPercentage_15_Days_Ago,viewsCount_7_Days_Ago,Date_reference_7_Days_Ago,viewsGapTo_7_Days_Ago,viewsGrowthPercentage_7_Days_Ago
Dabl De,19960539,112000,26,2018-11-21,https://www.youtube.com/channel/UCKR9nGoNKsoYLOsjY1uzYOw,https://www.youtube.com/watch?v=2_QG76iAT3s,2024-03-06,2024-03-06 21:43:48,767713,5.29,5-Popular (reached 1 M views),https://yt3.ggpht.com/iKO-MkzwrjH1GxJjpzxocMh-ruCqad_98sUUfQrIrNGDjvW27tWo991t9GTgM3Vk2T2DvyLAGw=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/2_QG76iAT3s,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Dabl De,20368692,113000,26,2018-11-21,https://www.youtube.com/channel/UCKR9nGoNKsoYLOsjY1uzYOw,https://www.youtube.com/watch?v=2_QG76iAT3s,2024-04-21,2024-04-21 13:26:06,783411,5.42,5-Popular (reached 1 M views),https://yt3.ggpht.com/iKO-MkzwrjH1GxJjpzxocMh-ruCqad_98sUUfQrIrNGDjvW27tWo991t9GTgM3Vk2T2DvyLAGw=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/2_QG76iAT3s,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Dabl De,20368692,113000,26,2018-11-21,https://www.youtube.com/channel/UCKR9nGoNKsoYLOsjY1uzYOw,https://www.youtube.com/watch?v=2_QG76iAT3s,2024-05-01,2024-05-01 12:30:38,783411,5.44,5-Popular (reached 1 M views),https://yt3.ggpht.com/iKO-MkzwrjH1GxJjpzxocMh-ruCqad_98sUUfQrIrNGDjvW27tWo991t9GTgM3Vk2T2DvyLAGw=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/2_QG76iAT3s,False,2024-04-21,2024-05-01,True,18165706.0,2023-05-01,2202986.0,12.13,,NaT,,,,NaT,,,,NaT,,,,NaT,,,20368692.0,2024-04-21,0.0,0.0
Dhalma,7222622,87300,14,2019-05-09,,,2023-05-01,2023-05-01 21:17:39,515901,3.98,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Dhalma,11099757,103000,20,2019-05-09,https://www.youtube.com/channel/UCSwAus6YT0gN0fkVQVUxA7w,,2024-02-11,2024-02-11 21:17:39,554987,4.76,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Dhalma,11344103,104000,21,2019-05-09,https://www.youtube.com/channel/UCSwAus6YT0gN0fkVQVUxA7w,https://www.youtube.com/watch?v=UChkBfqds8E,2024-02-26,2024-02-26 21:54:18,540195,4.8,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Dhalma,11344103,104000,21,2019-05-09,https://www.youtube.com/channel/UCSwAus6YT0gN0fkVQVUxA7w,https://www.youtube.com/watch?v=UChkBfqds8E,2024-02-27,2024-02-27 19:46:08,540195,4.81,5-Popular (reached 1 M views),https://yt3.ggpht.com/W7A6NqWqnCa-qnOAHEzp1zdlPDo72BF1EzZBMZRLLnGOaX70O6YzPo__TvvVOq-_ycK1DG6reA=s800-c-k-c0x00ffffff-no-nd-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Dhalma,11465908,104000,21,2019-05-09,https://www.youtube.com/channel/UCSwAus6YT0gN0fkVQVUxA7w,https://www.youtube.com/watch?v=UChkBfqds8E,2024-03-06,2024-03-06 21:43:48,545995,4.83,5-Popular (reached 1 M views),https://yt3.ggpht.com/W7A6NqWqnCa-qnOAHEzp1zdlPDo72BF1EzZBMZRLLnGOaX70O6YzPo__TvvVOq-_ycK1DG6reA=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/UChkBfqds8E,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Dhalma,11961707,105000,22,2019-05-09,https://www.youtube.com/channel/UCSwAus6YT0gN0fkVQVUxA7w,https://www.youtube.com/watch?v=1B-quYwq-c8,2024-04-21,2024-04-21 13:26:06,543713,4.95,5-Popular (reached 1 M views),https://yt3.ggpht.com/W7A6NqWqnCa-qnOAHEzp1zdlPDo72BF1EzZBMZRLLnGOaX70O6YzPo__TvvVOq-_ycK1DG6reA=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/1B-quYwq-c8,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Dhalma,12088785,106000,22,2019-05-09,https://www.youtube.com/channel/UCSwAus6YT0gN0fkVQVUxA7w,https://www.youtube.com/watch?v=1B-quYwq-c8,2024-05-01,2024-05-01 12:30:38,549490,4.98,5-Popular (reached 1 M views),https://yt3.ggpht.com/W7A6NqWqnCa-qnOAHEzp1zdlPDo72BF1EzZBMZRLLnGOaX70O6YzPo__TvvVOq-_ycK1DG6reA=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/1B-quYwq-c8,False,2024-04-21,2024-05-01,True,7222622.0,2023-05-01,4866163.0,67.37,,NaT,,,,NaT,,,,NaT,,,,NaT,,,11961707.0,2024-04-21,127078.0,1.06
Dj Costa - Topic,9038,67,91,2022-10-12,,,2023-05-01,2023-05-01 21:17:39,99,0.55,6-Amateur (less than 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Dj Costa - Topic,36570,508,91,2022-10-12,https://www.youtube.com/channel/UCEKeRRzxH5EAG03m589Rijg,,2024-02-11,2024-02-11 21:17:39,401,1.34,6-Amateur (less than 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Dj Costa - Topic,42168,559,91,2022-10-12,https://www.youtube.com/channel/UCEKeRRzxH5EAG03m589Rijg,https://www.youtube.com/watch?v=O9cp53ut1zY,2024-02-26,2024-02-26 21:54:18,463,1.38,6-Amateur (less than 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Dj Costa - Topic,42457,562,91,2022-10-12,https://www.youtube.com/channel/UCEKeRRzxH5EAG03m589Rijg,https://www.youtube.com/watch?v=O9cp53ut1zY,2024-02-27,2024-02-27 19:46:08,466,1.38,6-Amateur (less than 1 M views),https://yt3.ggpht.com/mPiw5538kOwnWc-2i5K1ffWRdVMxRtg8DXvLWdHQokvZ7d6Af2E2wBFg9B9bwB0fWLYQYb_rtw=s800-c-k-c0x00ffffff-no-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Dj Costa - Topic,45581,585,91,2022-10-12,https://www.youtube.com/channel/UCEKeRRzxH5EAG03m589Rijg,https://www.youtube.com/watch?v=O9cp53ut1zY,2024-03-06,2024-03-06 21:43:48,500,1.4,6-Amateur (less than 1 M views),https://yt3.ggpht.com/mPiw5538kOwnWc-2i5K1ffWRdVMxRtg8DXvLWdHQokvZ7d6Af2E2wBFg9B9bwB0fWLYQYb_rtw=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/embed/O9cp53ut1zY,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Dj Costa - Topic,61534,760,91,2022-10-12,https://www.youtube.com/channel/UCEKeRRzxH5EAG03m589Rijg,https://www.youtube.com/watch?v=O9cp53ut1zY,2024-04-21,2024-04-21 13:26:06,676,1.53,6-Amateur (less than 1 M views),https://yt3.ggpht.com/mPiw5538kOwnWc-2i5K1ffWRdVMxRtg8DXvLWdHQokvZ7d6Af2E2wBFg9B9bwB0fWLYQYb_rtw=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/embed/O9cp53ut1zY,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Dj Costa - Topic,65488,810,91,2022-10-12,https://www.youtube.com/channel/UCEKeRRzxH5EAG03m589Rijg,https://www.youtube.com/watch?v=O9cp53ut1zY,2024-05-01,2024-05-01 12:30:38,719,1.55,6-Amateur (less than 1 M views),https://yt3.ggpht.com/mPiw5538kOwnWc-2i5K1ffWRdVMxRtg8DXvLWdHQokvZ7d6Af2E2wBFg9B9bwB0fWLYQYb_rtw=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/embed/O9cp53ut1zY,False,2024-04-21,2024-05-01,True,9038.0,2023-05-01,56450.0,624.59,,NaT,,,,NaT,,,,NaT,,,,NaT,,,61534.0,2024-04-21,3954.0,6.43
Djappa Man,1995263,25500,23,2016-05-04,,,2023-05-01,2023-05-01 21:17:39,86750,6.99,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Djappa Man,2024770,25700,23,2016-05-04,https://www.youtube.com/channel/UCkBcDD0UHGPcMuyMgcreWEA,,2024-02-11,2024-02-11 21:17:39,88033,7.78,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Djappa Man,2026100,25700,23,2016-05-04,https://www.youtube.com/channel/UCkBcDD0UHGPcMuyMgcreWEA,https://www.youtube.com/watch?v=ZKsOcPFAE0I,2024-02-26,2024-02-26 21:54:18,88091,7.82,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Djappa Man,2026154,25700,23,2016-05-04,https://www.youtube.com/channel/UCkBcDD0UHGPcMuyMgcreWEA,https://www.youtube.com/watch?v=ZKsOcPFAE0I,2024-02-27,2024-02-27 19:46:08,88093,7.82,5-Popular (reached 1 M views),https://yt3.ggpht.com/ytc/AIdro_nnWSYzZ2MJWZZ1gBHI08MaDzQq-Xjy7ZuK9Lll=s800-c-k-c0x00ffffff-no-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Djappa Man,2027183,25700,23,2016-05-04,https://www.youtube.com/channel/UCkBcDD0UHGPcMuyMgcreWEA,https://www.youtube.com/watch?v=ZKsOcPFAE0I,2024-03-06,2024-03-06 21:43:48,88138,7.84,5-Popular (reached 1 M views),https://yt3.ggpht.com/ytc/AIdro_nnWSYzZ2MJWZZ1gBHI08MaDzQq-Xjy7ZuK9Lll=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/embed/ZKsOcPFAE0I,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Djappa Man,2031386,25700,23,2016-05-04,https://www.youtube.com/channel/UCkBcDD0UHGPcMuyMgcreWEA,https://www.youtube.com/watch?v=ZKsOcPFAE0I,2024-04-21,2024-04-21 13:26:06,88321,7.97,5-Popular (reached 1 M views),https://yt3.ggpht.com/ytc/AIdro_mnclDFXzfzYLyKygSKIfLliXZ1ctknmsuW-tTcZjHdNw=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/embed/ZKsOcPFAE0I,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Djappa Man,2032291,25700,23,2016-05-04,https://www.youtube.com/channel/UCkBcDD0UHGPcMuyMgcreWEA,https://www.youtube.com/watch?v=ZKsOcPFAE0I,2024-05-01,2024-05-01 12:30:38,88360,7.99,5-Popular (reached 1 M views),https://yt3.ggpht.com/ytc/AIdro_mnclDFXzfzYLyKygSKIfLliXZ1ctknmsuW-tTcZjHdNw=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/embed/ZKsOcPFAE0I,False,2024-04-21,2024-05-01,True,1995263.0,2023-05-01,37028.0,1.86,,NaT,,,,NaT,,,,NaT,,,,NaT,,,2031386.0,2024-04-21,905.0,0.04
Dr. Guech,8837321,182000,44,2018-02-13,,,2023-05-01,2023-05-01 21:17:39,200848,5.21,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Dr. Guech,9013017,182000,56,2018-02-13,https://www.youtube.com/channel/UCBZfupqYIzD6JG_YvNSjyNw,,2024-02-11,2024-02-11 21:17:39,160946,6.0,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Dr. Guech,9013017,182000,63,2018-02-13,https://www.youtube.com/channel/UCBZfupqYIzD6JG_YvNSjyNw,https://www.youtube.com/watch?v=M5dr-mYW75o,2024-02-26,2024-02-26 21:54:18,143063,6.04,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Dr. Guech,9013017,182000,63,2018-02-13,https://www.youtube.com/channel/UCBZfupqYIzD6JG_YvNSjyNw,https://www.youtube.com/watch?v=M5dr-mYW75o,2024-02-27,2024-02-27 19:46:08,143063,6.04,5-Popular (reached 1 M views),https://yt3.ggpht.com/ytc/AIdro_lr9L_umzRjPVF3vEP3m8eEvlSsHkE0i5FoYoEuDg=s800-c-k-c0x00ffffff-no-rj-mo,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Dr. Guech,9104752,182000,65,2018-02-13,https://www.youtube.com/channel/UCBZfupqYIzD6JG_YvNSjyNw,https://www.youtube.com/watch?v=YGaiGMU9Ogo,2024-03-06,2024-03-06 21:43:48,140073,6.06,5-Popular (reached 1 M views),https://yt3.ggpht.com/ytc/AIdro_lr9L_umzRjPVF3vEP3m8eEvlSsHkE0i5FoYoEuDg=s800-c-k-c0x00ffffff-no-rj-mo,https://www.youtube.com/embed/YGaiGMU9Ogo,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Dr. Guech,9196342,183000,73,2018-02-13,https://www.youtube.com/channel/UCBZfupqYIzD6JG_YvNSjyNw,https://www.youtube.com/watch?v=_IGXpYR21Ds,2024-04-21,2024-04-21 13:26:06,125977,6.19,5-Popular (reached 1 M views),https://yt3.ggpht.com/ytc/AIdro_l5MJ8gpW5Ywnj6I5Fi3bbzjHXyGTnANj_PTeUDAWzvwCQ=s800-c-k-c0x00ffffff-no-rj-mo,https://www.youtube.com/embed/_IGXpYR21Ds,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Dr. Guech,9196342,183000,73,2018-02-13,https://www.youtube.com/channel/UCBZfupqYIzD6JG_YvNSjyNw,https://www.youtube.com/watch?v=FMfw9m4LIQ0,2024-05-01,2024-05-01 12:30:38,125977,6.21,5-Popular (reached 1 M views),https://yt3.ggpht.com/ytc/AIdro_l5MJ8gpW5Ywnj6I5Fi3bbzjHXyGTnANj_PTeUDAWzvwCQ=s800-c-k-c0x00ffffff-no-rj-mo,https://www.youtube.com/embed/FMfw9m4LIQ0,True,2024-04-21,2024-05-01,True,8837321.0,2023-05-01,359021.0,4.06,,NaT,,,,NaT,,,,NaT,,,,NaT,,,9196342.0,2024-04-21,0.0,0.0
EL KATIBA,72223144,410000,132,2016-10-17,,,2023-05-01,2023-05-01 21:17:39,547145,6.54,4-Very popular (reached 50 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
EL KATIBA,77022127,424000,135,2016-10-17,https://www.youtube.com/channel/UCtYq6dOB2GPBwhiWsD9q7hw,,2024-02-11,2024-02-11 21:17:39,570534,7.32,4-Very popular (reached 50 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
EL KATIBA,77022127,424000,135,2016-10-17,https://www.youtube.com/channel/UCtYq6dOB2GPBwhiWsD9q7hw,https://www.youtube.com/watch?v=9Wx0_cElEW4,2024-02-26,2024-02-26 21:54:18,570534,7.36,4-Very popular (reached 50 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
EL KATIBA,77022127,424000,135,2016-10-17,https://www.youtube.com/channel/UCtYq6dOB2GPBwhiWsD9q7hw,https://www.youtube.com/watch?v=9Wx0_cElEW4,2024-02-27,2024-02-27 19:46:08,570534,7.36,4-Very popular (reached 50 M views),https://yt3.ggpht.com/ytc/AIdro_ny7Fm1g0xzAnIu4np6bdTYCGDUym-5GMtJWQKbJg=s800-c-k-c0x00ffffff-no-rj-mo,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
EL KATIBA,77022127,424000,135,2016-10-17,https://www.youtube.com/channel/UCtYq6dOB2GPBwhiWsD9q7hw,https://www.youtube.com/watch?v=9Wx0_cElEW4,2024-03-06,2024-03-06 21:43:48,570534,7.39,4-Very popular (reached 50 M views),https://yt3.ggpht.com/ytc/AIdro_ny7Fm1g0xzAnIu4np6bdTYCGDUym-5GMtJWQKbJg=s800-c-k-c0x00ffffff-no-rj-mo,https://www.youtube.com/embed/9Wx0_cElEW4,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
EL KATIBA,77801210,426000,135,2016-10-17,https://www.youtube.com/channel/UCtYq6dOB2GPBwhiWsD9q7hw,https://www.youtube.com/watch?v=9Wx0_cElEW4,2024-04-21,2024-04-21 13:26:06,576305,7.51,4-Very popular (reached 50 M views),https://yt3.ggpht.com/ytc/AIdro_lKb0zx90MJhnGu5glOr69nhTUt3HlqC3AR5ppNA1ilO28=s800-c-k-c0x00ffffff-no-rj-mo,https://www.youtube.com/embed/9Wx0_cElEW4,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
EL KATIBA,78586954,426000,135,2016-10-17,https://www.youtube.com/channel/UCtYq6dOB2GPBwhiWsD9q7hw,https://www.youtube.com/watch?v=9Wx0_cElEW4,2024-05-01,2024-05-01 12:30:38,582125,7.54,4-Very popular (reached 50 M views),https://yt3.ggpht.com/ytc/AIdro_lKb0zx90MJhnGu5glOr69nhTUt3HlqC3AR5ppNA1ilO28=s800-c-k-c0x00ffffff-no-rj-mo,https://www.youtube.com/embed/9Wx0_cElEW4,False,2024-04-21,2024-05-01,True,72223144.0,2023-05-01,6363810.0,8.81,,NaT,,,,NaT,,,,NaT,,,,NaT,,,77801210.0,2024-04-21,785744.0,1.01
EMP1RE,25471542,173000,59,2011-06-12,,,2023-05-01,2023-05-01 21:17:39,431721,11.89,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
EMP1RE,31015549,205000,66,2011-06-12,https://www.youtube.com/channel/UC982yfxBCeh5WI9GRRlciww,,2024-02-11,2024-02-11 21:17:39,469932,12.67,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
EMP1RE,32051241,209000,67,2011-06-12,https://www.youtube.com/channel/UC982yfxBCeh5WI9GRRlciww,https://www.youtube.com/watch?v=dNP7j2stG3U,2024-02-26,2024-02-26 21:54:18,478376,12.71,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
EMP1RE,32051241,209000,67,2011-06-12,https://www.youtube.com/channel/UC982yfxBCeh5WI9GRRlciww,https://www.youtube.com/watch?v=dNP7j2stG3U,2024-02-27,2024-02-27 19:46:08,478376,12.71,5-Popular (reached 1 M views),https://yt3.ggpht.com/ytc/AIdro_ktLQ0vt7_Qymwn28E5g5gcXmVrItegg4eyz4a2PQ=s800-c-k-c0x00ffffff-no-rj-mo,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
EMP1RE,32389784,210000,67,2011-06-12,https://www.youtube.com/channel/UC982yfxBCeh5WI9GRRlciww,https://www.youtube.com/watch?v=dNP7j2stG3U,2024-03-06,2024-03-06 21:43:48,483429,12.74,5-Popular (reached 1 M views),https://yt3.ggpht.com/ytc/AIdro_ktLQ0vt7_Qymwn28E5g5gcXmVrItegg4eyz4a2PQ=s800-c-k-c0x00ffffff-no-rj-mo,https://www.youtube.com/embed/dNP7j2stG3U,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
EMP1RE,33787942,214000,68,2011-06-12,https://www.youtube.com/channel/UC982yfxBCeh5WI9GRRlciww,https://www.youtube.com/watch?v=G1vlctxxlYo,2024-04-21,2024-04-21 13:26:06,496881,12.86,5-Popular (reached 1 M views),https://yt3.ggpht.com/ytc/AIdro_kP-AdT0PIT4ke_sNpK71rjMWnYKuEZAG-iiAuk53pCSnA=s800-c-k-c0x00ffffff-no-rj-mo,https://www.youtube.com/embed/G1vlctxxlYo,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
EMP1RE,34129108,215000,68,2011-06-12,https://www.youtube.com/channel/UC982yfxBCeh5WI9GRRlciww,https://www.youtube.com/watch?v=G1vlctxxlYo,2024-05-01,2024-05-01 12:30:38,501898,12.89,5-Popular (reached 1 M views),https://yt3.ggpht.com/ytc/AIdro_kP-AdT0PIT4ke_sNpK71rjMWnYKuEZAG-iiAuk53pCSnA=s800-c-k-c0x00ffffff-no-rj-mo,https://www.youtube.com/embed/G1vlctxxlYo,False,2024-04-21,2024-05-01,True,25471542.0,2023-05-01,8657566.0,33.99,,NaT,,,,NaT,,,,NaT,,,,NaT,,,33787942.0,2024-04-21,341166.0,1.01
El Baroudi,3192295,52700,23,2020-06-15,,,2023-05-01,2023-05-01 21:17:39,138795,2.87,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
El Baroudi,3269043,53200,28,2020-06-15,https://www.youtube.com/channel/UCjvYARNdMedhwbbbDPhisQw,,2024-02-11,2024-02-11 21:17:39,116751,3.66,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
El Baroudi,3269043,53300,30,2020-06-15,https://www.youtube.com/channel/UCjvYARNdMedhwbbbDPhisQw,https://www.youtube.com/watch?v=fm2gy4s92XI,2024-02-26,2024-02-26 21:54:18,108968,3.7,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
El Baroudi,3269043,53300,30,2020-06-15,https://www.youtube.com/channel/UCjvYARNdMedhwbbbDPhisQw,https://www.youtube.com/watch?v=fm2gy4s92XI,2024-02-27,2024-02-27 19:46:08,108968,3.7,5-Popular (reached 1 M views),https://yt3.ggpht.com/JuU_xKSiI1cKnb7bTLwTlnlfQWnXMjDP9ybbq9L8bESlyuG8wEy10jZsTMKOhvMqAMRvt8KuTA=s800-c-k-c0x00ffffff-no-nd-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
El Baroudi,3269043,53300,30,2020-06-15,https://www.youtube.com/channel/UCjvYARNdMedhwbbbDPhisQw,https://www.youtube.com/watch?v=fm2gy4s92XI,2024-03-06,2024-03-06 21:43:48,108968,3.73,5-Popular (reached 1 M views),https://yt3.ggpht.com/JuU_xKSiI1cKnb7bTLwTlnlfQWnXMjDP9ybbq9L8bESlyuG8wEy10jZsTMKOhvMqAMRvt8KuTA=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/fm2gy4s92XI,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
El Baroudi,3269043,53400,30,2020-06-15,https://www.youtube.com/channel/UCjvYARNdMedhwbbbDPhisQw,https://www.youtube.com/watch?v=fm2gy4s92XI,2024-04-21,2024-04-21 13:26:06,108968,3.85,5-Popular (reached 1 M views),https://yt3.ggpht.com/JuU_xKSiI1cKnb7bTLwTlnlfQWnXMjDP9ybbq9L8bESlyuG8wEy10jZsTMKOhvMqAMRvt8KuTA=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/fm2gy4s92XI,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
El Baroudi,3269043,53400,30,2020-06-15,https://www.youtube.com/channel/UCjvYARNdMedhwbbbDPhisQw,https://www.youtube.com/watch?v=fm2gy4s92XI,2024-05-01,2024-05-01 12:30:38,108968,3.88,5-Popular (reached 1 M views),https://yt3.ggpht.com/JuU_xKSiI1cKnb7bTLwTlnlfQWnXMjDP9ybbq9L8bESlyuG8wEy10jZsTMKOhvMqAMRvt8KuTA=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/fm2gy4s92XI,False,2024-04-21,2024-05-01,True,3192295.0,2023-05-01,76748.0,2.4,,NaT,,,,NaT,,,,NaT,,,,NaT,,,3269043.0,2024-04-21,0.0,0.0
El Castro,106507048,721000,76,2017-08-30,,,2023-05-01,2023-05-01 21:17:39,1401408,5.67,3-Confirmed artist (reached 100 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
El Castro,114154881,751000,86,2017-08-30,https://www.youtube.com/channel/UCTPID7oLcNr0H-VhAVIO8Jw,,2024-02-11,2024-02-11 21:17:39,1327382,6.45,3-Confirmed artist (reached 100 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
El Castro,115350065,753000,87,2017-08-30,https://www.youtube.com/channel/UCTPID7oLcNr0H-VhAVIO8Jw,https://www.youtube.com/watch?v=aQqYncN7EDM,2024-02-26,2024-02-26 21:54:18,1325862,6.49,3-Confirmed artist (reached 100 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
